Full Name,Name,Asset Id,Asset Type,[Business Term] has acronym [Acronym] > Name,[Business Term] has acronym [Acronym] > Full Name,[Business Term] has acronym [Acronym] > Asset Type,[Business Term] has acronym [Acronym] > Community,[Business Term] has acronym [Acronym] > Domain Type,[Business Term] has acronym [Acronym] > Domain,[Business Term] has acronym [Acronym] > Domain Id,[Business Term] has acronym [Acronym] > Asset Id,Definition,Status,Domain,Community,Domain Type,Domain Id
Virtual Power Plant,VPP,e0b3f132-1147-42e7-8356-8d91f2b071e7,Business Term,,,,,,,,,"Virtual Power Plant are networks of small energy-producing or storage devices, like solar panels and batteries, that are pooled together to serve the electricity grid.",,,,,
Video Quality Index,VQX,12a86ab7-597b-43f6-af4f-a4e9abab76c4,Business Term,,,,,,,,,Statistical measure of the video quality of a television subscriber.,,,,,
Virtual Reality,VR,5397df66-ec83-42aa-9fdb-28c64395f595,Business Term,,,,,,,,,"Virtual Reality refers to the experience of being immersed in a computer-simulated environment, where users can interact with and explore a three-dimensional world.",,,,,
Video Relay Service,VRS,9d8a252f-4693-4315-aa76-686ffee1ab3e,Business Term,,,,,,,,,"Video Relay Service is a telecommunications feature that allows individuals who use sign language to communicate with others over video calls. It enables a sign language user to make a phone call through a relay operator who then translates the call between sign language and spoken language in real time. This service facilitates effective communication between individuals who are deaf or hard of hearing and those who can hear, bridging the gap between different forms of communication.",,,,,
Virtual Support & Innovation Team,VSIT,fc8f878c-4888-4440-bd5e-00b4df7a2f4a,Business Term,,,,,,,,,Link: https://sites.google.com/telus.com/welcomevsit,,,,,
Voluntary Suspension of Service,VSOS,de13c0c2-4168-42d8-abbd-8e4c9d5f2204,Business Term,,,,,,,,,Voluntary Suspension of Service in the context of telecommunications refers to the intentional and temporary cessation of providing services by a telecommunications provider.,,,,,
Value Time Ratio,VTR,01976536-7ce4-7eee-9443-61f982902388,Business Term,,,,,,,,,"A metric that measures the relationship between the value generated and the time invested in Inbound interaction talk time. Excludes coded time for breaks, statutory holidays, vacation and other activity codes.",,,,,
Wireline Access Gateway Function,W-AGF,df265f87-f478-45b8-85e4-0722763413df,Business Term,,,,,,,,,"Wireline Access Gateway Function refers to a component in telecommunications systems that performs the task of connecting the customer's premises to the service provider's network. It serves as an interface between the customer's wireline network and the service provider's equipment, allowing for the transmission of voice, data, and other communication services.",,,,,
Web Application Firewall,WAF,05839921-9bb3-4c51-98e1-8b42788c146b,Business Term,,,,,,,,,"Web Application Firewall is a security measure implemented in the field of Telecommunications that is designed to protect web applications from various types of cyber threats, such as unauthorized access, data breaches, and malicious attacks. It acts as a barrier between the web application and the internet, monitoring and filtering incoming and outgoing traffic to identify and block any suspicious or malicious activities.",,,,,
Wide Area Network,WAN,ae4eb0d8-c8bf-44b9-9481-2129a5d7d53a,Business Term,,,,,,,,,"A wide area network is a network that serves users across a broad geographic area. A wide area network may be privately owned or rented, but the term usually connotes the inclusion of public (shared user) networks.",,,,,
Wireless Application Protocol,WAP,e53f929b-620e-4541-a5bb-278801038ed5,Business Term,,,,,,,,,"Wireless Application Protocol is a communication standard in the field of telecommunications. It is used for transmitting and accessing data over wireless networks, specifically designed for mobile devices.",,,,,
Wide Band E-UTRAN,WB-E-UTRAN,88e936fd-b002-4ca4-be8e-7e57abf90e71,Business Term,,,,,,,,,Wide Band E-UTRAN is a telecommunications term that refers to a high-speed wireless network technology used in LTE (Long-Term Evolution) systems. It enables faster data transmission rates and improved network capacity for mobile communication.,,,,,
Work Breakdown Structure,WBS,772021e4-99fb-4b4d-b024-1c53faedb7ea,Business Term,,,,,,,,,"Work breakdown structure codes are numbers that can be applied to tasks and edit to match the specific needs of your business unit. Project automatically provides basic outline numbers for each task, but you can apply your own customized outline scheme to the project at any time.",,,,,
Wireless Code of Conduct,WCC,16e4e81e-bef6-48e9-b1f0-cdecc8845de2,Business Term,,,,,,,,,"Wireless Code of Conduct in the context of Enterprise refers to a set of guidelines and rules that govern the use and behavior related to wireless technologies within an organization. It outlines the proper usage, security protocols, and ethical standards that employees must adhere to when using wireless devices and networks in the workplace.",,,,,
Wideband Code Division Multiple Access,WCDMA,25a621ce-1a22-45fc-84e5-9ce87cbfc922,Business Term,,,,,,,,,"Wideband Code Division Multiple Access (WCDMA) is a telecommunications technology that allows multiple users to access a wide frequency range simultaneously. It is a method of digital cellular communication that enables the transmission of voice and data over a broad spectrum, increasing the capacity and efficiency of wireless networks.",,,,,
Workforce Information,WFI,0190ebbf-f673-7a34-a025-f53ef47b8297,Business Term,,,,,,,,,TELUS Applicatoin name,,,,,
Workforce Management,WFM,b8b7b82e-17bf-4d7b-b9bb-28fc973a77d9,Business Term,,,,,,,,,"Workforce Management refers to the administration and optimization of an enterprise's workforce in order to effectively meet business objectives and operational needs. It involves activities such as scheduling, forecasting, tracking employee time and attendance, and managing labor costs.",,,,,
Working Group,WG,4395083e-efc1-4f20-a6c7-206d60b8cd23,Business Term,,,,,,,,,Working Group refers to a collaborative team or committee with a specific task or objective within the context of a general setting.,,,,,
Whole Home Bundle,WHB,5954ef47-a2f9-4489-86aa-c2baa8b92973,Business Term,,,,,,,,,Marketing campaign.,,,,,
Wireless Home Phone,WHP,3f49deb2-7439-48f6-b2c6-9df690862f91,Business Term,,,,,,,,,Wireless Home Phone refers to a telecommunications service that allows users to make and receive phone calls using a wireless connection within their home.,,,,,
Wholesale High-Speed Access,WHSA,8ad30d3b-fdb7-4005-ad92-4e4c9ba3f863,Business Term,,,,,,,,,Wholesale high-speed access services of large cable carriers that enable independent service providers to offer retail Internet services to their own end-users. Sourced from: CRTC wholesale braodband services page,,,,,
Wireless High Speed Internet Access,WHSIA,2219a498-93d6-4af7-a8f4-615f407227ff,Business Term,,,,,,,,,"Wireless High Speed Internet Access refers to a telecommunications technology that allows users to connect to the internet without the need for physical wired connections. It provides fast and reliable internet connections through wireless signals, enabling users to access online services, browse websites, and transmit data quickly and efficiently.",,,,,
Wireless Fidelity,Wi-Fi,928a0668-945a-4e1c-bb57-372175c36821,Business Term,,,,,,,,,Wireless Fidelity refers to a standard for wireless communication that allows electronic devices to connect to the internet or exchange data without the need for physical wired connections.,,,,,
What's In It For Me,WIIFM,e8c34e8b-1a6a-4106-8e8f-4d9c27495b55,Business Term,,,,,,,,,"What's In It For Me refers to the individual's primary concern or focus on the personal advantages, benefits, or value that they can gain from a particular situation or decision. It emphasizes a self-centered perspective that is driven by self-interest.",,,,,
Worldwide Interoperability for Microwave Access,WiMAX,b766c1dd-049f-45fc-961f-7b3cde0f467d,Business Term,,,,,,,,,"Worldwide Interoperability for Microwave Access (WiMAX) is a telecommunications technology that allows for wireless high-speed internet access over large distances, using microwave frequencies.",,,,,
Wireless Local Area Network,WLAN,14acea3f-9ba8-4642-b556-677ae75758ce,Business Term,,,,,,,,,"Wireless Local Area Network refers to a telecommunications technology that enables wireless communication and networking within a limited geographic area, such as an office building, campus, or home.",,,,,
Wireless Local Area Network Control Plane Protocol,WLCP,7b53e0dd-c3c5-435b-8de5-d575c468d894,Business Term,,,,,,,,,"Wireless Local Area Network Control Plane Protocol refers to a communication protocol used in telecommunications specifically for controlling and managing the operations of a wireless local area network (WLAN). It is responsible for establishing and maintaining network connections, managing authentication and security processes, handling quality of service (QoS) requirements, and facilitating the overall control and coordination of the network.",,,,,
Wireline,WLN,ebc74d8d-f599-466b-80c7-e5ac716b61a5,Business Term,,,,,,,,,Wireline in the context of Enterprise refers to a type of communication technology that involves the physical transmission of signals or data through wired connections.,,,,,
